date	YEAR	TIME_PRECISION	EVENT_TYPE	INTER2	INTERACTION	COUNTRY	ADM_LEVEL_1	ADM_LEVEL_2	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	pro1	pro2	latlong
5/2/2015	2015	1	Riots/Protests	0	60	Algeria	Tamanghasset	In Salah	27.19351	2.46069	1		0	105	27.19351011	"27.193510105,2.46069"
6/2/2015	2015	1	Riots/Protests	0	60	Algeria	Tamanghasset	In Salah	27.19351	2.46069	1		0	106	27.19351011	"27.193510106,2.46069"
7/2/2015	2015	1	Riots/Protests	0	60	Algeria	Tamanghasset	In Salah	27.19351	2.46069	1		0	107	27.19351011	"27.193510107,2.46069"
3/3/2015	2015	1	Riots/Protests	0	60	Algeria	Tamanghasset	In Salah	27.19351	2.46069	1		0	141	27.19351014	"27.193510141,2.46069"
4/3/2015	2015	2	Riots/Protests	0	60	Algeria	Tindouf	Tindouf	27.67111	-8.14744	1		0	142	27.67111014	"27.671110142,-8.14744"
5/3/2015	2015	1	Riots/Protests	0	60	Algeria	Tamanghasset	In Salah	27.19351	2.46069	1		0	143	27.19351014	"27.193510143,2.46069"
3/4/2015	2015	1	Battle-No change of territory	3	13	Algeria	Bouira	Djebahia	36.47641	3.75877	1		1	170	36.47641017	"36.476410170,3.75877"
5/4/2015	2015	1	Battle-No change of territory	3	13	Algeria	Boumerdes	Larbatache	36.63773	3.37127	1		1	171	36.63773017	"36.637730171,3.37127"
3/5/2015	2015	1	Battle-No change of territory	3	13	Algeria	Ain Defla	Bordj Emir Khaled	36.09928	2.27393	1		1	182	36.09928018	"36.099280182,2.27393"
3/5/2015	2015	1	Riots/Protests	0	60	Algeria	Bouira	Bouira	36.38	3.9014	1		0	183	36.380183	"36.380183,3.9014"
3/5/2015	2015	1	Riots/Protests	0	60	Algeria	Oran	Oran	35.6911	-0.6417	1		0	184	35.69110184	"35.69110184,-0.6417"
4/5/2015	2015	1	Battle-No change of territory	3	13	Algeria	Bouira	Bouira	36.38	3.9014	2		2	185	36.380185	"36.380185,3.9014"
4/5/2015	2015	1	Riots/Protests	0	60	Algeria	Oran	Oran	35.6911	-0.6417	1		0	186	35.69110186	"35.69110186,-0.6417"
5/5/2015	2015	1	Riots/Protests	0	60	Algeria	Oran	Oran	35.6911	-0.6417	1		0	187	35.69110187	"35.69110187,-0.6417"
6/5/2015	2015	1	Riots/Protests	0	60	Algeria	Oran	Oran	35.6911	-0.6417	1		0	188	35.69110188	"35.69110188,-0.6417"
7/5/2015	2015	1	Riots/Protests	0	60	Algeria	Oran	Oran	35.6911	-0.6417	1		0	189	35.69110189	"35.69110189,-0.6417"
4/6/2015	2015	1	Remote violence	1	12	Algeria	Batna	Batna	35.60176	6.08408	2		1	209	35.60176021	"35.601760209,6.08408"
4/7/2015	2015	1	Riots/Protests	0	60	Algeria	Alger	Bouzareah	36.766	3.05	1		0	224	36.7660224	"36.7660224,3.05"
4/7/2015	2015	1	Battle-No change of territory	4	44	Algeria	Ghardaia	Berriane	32.82648	3.7669	1		0	225	32.82648023	"32.826480225,3.7669"
4/7/2015	2015	1	Battle-No change of territory	1	14	Algeria	Ghardaia	Berriane	32.82648	3.7669	1		0	226	32.82648023	"32.826480226,3.7669"
5/7/2015	2015	1	Riots/Protests	0	60	Algeria	Constantine	Constantine	36.365	6.6147	1		0	227	36.3650227	"36.3650227,6.6147"
5/7/2015	2015	1	Battle-No change of territory	4	14	Algeria	Ghardaia	Berriane	32.82648	3.7669	1		0	228	32.82648023	"32.826480228,3.7669"
5/7/2015	2015	1	Battle-No change of territory	4	44	Algeria	Ghardaia	Ghardaia	32.4833	3.6667	1		0	229	32.48330229	"32.48330229,3.6667"
5/7/2015	2015	1	Riots/Protests	0	60	Algeria	Oran	Oran	35.6911	-0.6417	1		0	230	35.6911023	"35.69110230,-0.6417"
6/7/2015	2015	1	Battle-No change of territory	1	13	Algeria	Bouira	Bouira	36.38	3.9014	1		0	231	36.380231	"36.380231,3.9014"
7/7/2015	2015	1	Riots/Protests	0	60	Algeria	Bouira	Ath Mansour Taourirt	36.33668	4.33392	1		0	232	36.33668023	"36.336680232,4.33392"
7/7/2015	2015	1	Battle-No change of territory	4	44	Algeria	Ghardaia	Berriane	32.82648	3.7669	1		2	233	32.82648023	"32.826480233,3.7669"
7/7/2015	2015	1	Battle-No change of territory	4	44	Algeria	Ghardaia	Ghardaia	32.4833	3.6667	1		1	234	32.48330234	"32.48330234,3.6667"
7/7/2015	2015	1	Battle-No change of territory	4	44	Algeria	Ghardaia	Guerrara	32.79211	4.4995	1		3	235	32.79211024	"32.792110235,4.4995"
4/2/2015	2015	1	Riots/Protests	0	60	Benin	Littoral	Cotonou	6.35	2.4333	1		0	276	6.350276	"6.350276,2.4333"
4/5/2015	2015	1	Riots/Protests	1	15	Benin	Littoral	Cotonou	6.35	2.4333	1		0	281	6.350281	"6.350281,2.4333"
6/5/2015	2015	1	Riots/Protests	1	15	Benin	Littoral	Cotonou	6.35	2.4333	1		0	282	6.350282	"6.350282,2.4333"
6/7/2015	2015	2	Violence against civilians	7	17	Botswana	North-East	Masungu	-21.16667	27.51667	1		0	284	-21.16667028	"-21.166670284,27.51667"
4/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Boulkiemdé	Koudougou	12.25	-2.3667	1		0	297	12.250297	"12.250297,-2.3667"
4/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Houet	Bobo-Dioulasso	11.1772	-4.2979	1		0	298	11.17720298	"11.17720298,-4.2979"
4/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Kadiogo	Kadiogo	12.3703	-1.5247	1		0	299	12.37030299	"12.37030299,-1.5247"
4/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Kadiogo	Kadiogo	12.3703	-1.5247	1		0	300	12.370303	"12.37030300,-1.5247"
4/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Komoé	Banfora	10.6333	-4.7667	1		0	301	10.63330301	"10.63330301,-4.7667"
4/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Yatenga	Ouahigouya	13.5828	-2.4216	1		0	302	13.58280302	"13.58280302,-2.4216"
5/2/2015	2015	1	Violence against civilians	6	36	Burkina Faso	Houet	Bobo-Dioulasso	11.1772	-4.2979	1		0	303	11.17720303	"11.17720303,-4.2979"
5/2/2015	2015	1	Riots/Protests	0	50	Burkina Faso	Kadiogo	Kadiogo	12.3703	-1.5247	1		0	304	12.37030304	"12.37030304,-1.5247"
5/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Kadiogo	Kadiogo	12.3703	-1.5247	1		0	305	12.37030305	"12.37030305,-1.5247"
7/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Houet	Bobo-Dioulasso	11.1772	-4.2979	1		0	306	11.17720306	"11.17720306,-4.2979"
7/2/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Kadiogo	Kadiogo	12.3703	-1.5247	3		0	307	12.37030307	"12.37030307,-1.5247"
4/3/2015	2015	1	Violence against civilians	7	57	Burkina Faso	Boulgou	Tenkodogo	11.8	-0.7	1		0	312	11.80312	"11.80312,-0.7"
4/4/2015	2015	1	Violence against civilians	7	27	Burkina Faso	Oudalan	Markoye	14.8	0.08333	1		0	320	14.8032	"14.80320,0.08333"
6/4/2015	2015	1	Non-violent activity by a conflict actor	7	17	Burkina Faso	Kadiogo	Kadiogo	12.3703	-1.5247	1		0	321	12.37030321	"12.37030321,-1.5247"
7/4/2015	2015	1	Non-violent activity by a conflict actor	7	17	Burkina Faso	Houet	Bobo-Dioulasso	11.1772	-4.2979	1		0	322	11.17720322	"11.17720322,-4.2979"
7/4/2015	2015	1	Riots/Protests	1	16	Burkina Faso	Houet	Bobo-Dioulasso	11.1772	-4.2979	1		0	323	11.17720323	"11.17720323,-4.2979"
7/4/2015	2015	1	Riots/Protests	1	15	Burkina Faso	Kadiogo	Kadiogo	12.3703	-1.5247	1		0	324	12.37030324	"12.37030324,-1.5247"
7/4/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Kossi	Nouna	12.73839	-3.86774	1		0	325	12.73839033	"12.738390325,-3.86774"
3/5/2015	2015	1	Riots/Protests	0	60	Burkina Faso	Bam	Sabce	13.19778	-1.52167	1		0	337	13.19778034	"13.197780337,-1.52167"
4/1/2015	2015	1	Violence against civilians	7	37	Burundi	Ruyigi	Ruyigi	-3.4797	30.2297	1		3	361	-3.47970361	"-3.47970361,30.2297"
3/2/2015	2015	1	Riots/Protests	0	60	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	1		0	373	-3.37720373	"-3.37720373,29.358"
4/2/2015	2015	1	Riots/Protests	0	60	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	1		0	374	-3.37720374	"-3.37720374,29.358"
3/3/2015	2015	2	Violence against civilians	7	37	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	2		0	379	-3.37720379	"-3.37720379,29.358"
4/3/2015	2015	1	Non-violent activity by a conflict actor	7	37	Burundi	Bubanza	Gihanga	-3.1875	29.2933	1		0	380	-3.1875038	"-3.18750380,29.2933"
5/3/2015	2015	1	Riots/Protests	0	60	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	1		0	381	-3.37720381	"-3.37720381,29.358"
3/5/2015	2015	2	Non-violent activity by a conflict actor	7	37	Burundi	Kirundo	Kirundo	-2.5842	30.0972	2		0	410	-2.5842041	"-2.58420410,30.0972"
4/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Buterere	-3.3333	29.3333	1		0	411	-3.33330411	"-3.33330411,29.3333"
4/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Kinama	-3.3363	29.3788	1		0	412	-3.33630412	"-3.33630412,29.3788"
4/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Kinindo	-3.40653	29.35421	1		0	413	-3.406530413	"-3.406530413,29.35421"
4/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Musaga	-3.4158	29.375	1		3	414	-3.41580414	"-3.41580414,29.375"
4/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Buterere	-3.3408	29.3603	1		0	415	-3.34080415	"-3.34080415,29.3603"
4/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Nyakabiga	-3.3733	29.3767	1		0	416	-3.37330416	"-3.37330416,29.3767"
4/5/2015	2015	1	Violence against civilians	1	16	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	1		0	417	-3.37720417	"-3.37720417,29.358"
4/5/2015	2015	1	Violence against civilians	1	16	Burundi	Bujumbura Mairie	Lake Tanganyika	-3.3691	29.3408	1		0	418	-3.36910418	"-3.36910418,29.3408"
5/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Kigobe	-3.36462	29.38792	1		0	419	-3.364620419	"-3.364620419,29.38792"
5/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Ngagara	-3.3527	29.37	1		0	420	-3.3527042	"-3.35270420,29.37"
5/5/2015	2015	2	Violence against civilians	7	17	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	1		0	421	-3.37720421	"-3.37720421,29.358"
6/5/2015	2015	1	Non-violent activity by a conflict actor	7	17	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	1		0	422	-3.37720422	"-3.37720422,29.358"
6/5/2015	2015	1	Riots/Protests	1	16	Burundi	Bujumbura Mairie	Kinindo	-3.40653	29.35421	1		0	423	-3.406530423	"-3.406530423,29.35421"
7/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	2		3	424	-3.37720424	"-3.37720424,29.358"
7/5/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Kinama	-3.3344	29.3775	1		1	425	-3.33440425	"-3.33440425,29.3775"
7/5/2015	2015	1	Violence against civilians	7	57	Burundi	Bujumbura Mairie	Nyakabiga	-3.3733	29.3767	1		1	426	-3.37330426	"-3.37330426,29.3767"
3/6/2015	2015	1	Riots/Protests	1	16	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	2		0	538	-3.37720538	"-3.37720538,29.358"
3/6/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Musaga	-3.4158	29.375	1		0	539	-3.41580539	"-3.41580539,29.375"
3/6/2015	2015	1	Riots/Protests	0	60	Burundi	Bururi	Bururi	-3.9519	29.6163	1		0	540	-3.9519054	"-3.95190540,29.6163"
3/6/2015	2015	1	Riots/Protests	0	60	Burundi	Ngozi	Ngozi	-2.9114	29.8306	1		0	541	-2.91140541	"-2.91140541,29.8306"
3/6/2015	2015	1	Riots/Protests	0	60	Burundi	Rutana	Rutana	-3.9244	29.9917	1		0	542	-3.92440542	"-3.92440542,29.9917"
4/6/2015	2015	1	Violence against civilians	1	16	Burundi	Bujumbura Mairie	Kinama	-3.3363	29.3788	1		0	543	-3.33630543	"-3.33630543,29.3788"
4/6/2015	2015	1	Violence against civilians	1	16	Burundi	Bujumbura Mairie	Ngagara	-3.3527	29.37	1		0	544	-3.35270544	"-3.35270544,29.37"
4/6/2015	2015	1	Violence against civilians	1	16	Burundi	Bujumbura Mairie	Nyakabiga	-3.3733	29.3767	1		0	545	-3.37330545	"-3.37330545,29.3767"
4/6/2015	2015	1	Violence against civilians	1	16	Burundi	Bujumbura Rural	Kanyosha1	-3.4156	29.4075	1		0	546	-3.41560546	"-3.41560546,29.4075"
5/6/2015	2015	1	Riots/Protests	1	16	Burundi	Bujumbura Mairie	Kinama	-3.3363	29.3788	1		0	547	-3.33630547	"-3.33630547,29.3788"
5/6/2015	2015	1	Riots/Protests	1	15	Burundi	Bujumbura Mairie	Musaga	-3.4158	29.375	1		2	548	-3.41580548	"-3.41580548,29.375"
5/6/2015	2015	1	Riots/Protests	0	60	Burundi	Bujumbura Mairie	Buterere	-3.3408	29.3603	1		0	549	-3.34080549	"-3.34080549,29.3603"
5/6/2015	2015	1	Riots/Protests	0	50	Burundi	Bujumbura Mairie	Ngagara	-3.3527	29.37	1		0	550	-3.3527055	"-3.35270550,29.37"
5/6/2015	2015	1	Riots/Protests	0	60	Burundi	Bujumbura Mairie	Nyakabiga	-3.3733	29.3767	1		0	551	-3.37330551	"-3.37330551,29.3767"
5/6/2015	2015	1	Riots/Protests	0	50	Burundi	Bujumbura Rural	Mugongomanga	-3.4694	29.5444	1		0	552	-3.46940552	"-3.46940552,29.5444"
7/6/2015	2015	1	Non-violent activity by a conflict actor	7	17	Burundi	Ngozi	Ngozi	-2.79421	29.76361	1		0	553	-2.794210553	"-2.794210553,29.76361"
3/7/2015	2015	1	Violence against civilians	7	37	Burundi	Bubanza	Rugazi	-3.2085	29.4757	1		2	599	-3.20850599	"-3.20850599,29.4757"
4/7/2015	2015	1	Riots/Protests	0	50	Burundi	Bubanza	Mpanda	-3.1666	29.3833	2		0	600	-3.166606	"-3.16660600,29.3833"
3/8/2015	2015	1	Riots/Protests	0	50	Burundi	Bujumbura Mairie	Kinama	-3.3363	29.3788	1		0	631	-3.33630631	"-3.33630631,29.3788"
3/8/2015	2015	1	Riots/Protests	0	50	Burundi	Bujumbura Mairie	Musaga	-3.4158	29.375	1		0	632	-3.41580632	"-3.41580632,29.375"
3/8/2015	2015	1	Violence against civilians	7	37	Burundi	Bujumbura Mairie	Kinama	-3.3344	29.3775	1		0	633	-3.33440633	"-3.33440633,29.3775"
3/8/2015	2015	1	Violence against civilians	7	37	Burundi	Bujumbura Rural	Kanyosha1	-3.4156	29.4075	1		1	634	-3.41560634	"-3.41560634,29.4075"
4/8/2015	2015	1	Battle-No change of territory	3	13	Burundi	Bujumbura Mairie	Buyenze	-3.3772	29.358	2		0	635	-3.37720635	"-3.37720635,29.358"
6/8/2015	2015	2	Violence against civilians	7	17	Burundi	Bujumbura Mairie	Kinama	-3.3363	29.3788	1		2	636	-3.33630636	"-3.33630636,29.3788"
6/8/2015	2015	1	Violence against civilians	7	37	Burundi	Bujumbura Mairie	Buterere	-3.3333	29.3333	1		2	637	-3.33330637	"-3.33330637,29.3333"
4/2/2015	2015	1	Battle-No change of territory	1	13	Cameroon	Extreme-Nord	Logone-et-Chari	12.37308	14.22774	2		319	672	12.37308067	"12.373080672,14.22774"
4/2/2015	2015	1	Violence against civilians	7	37	Cameroon	Extreme-Nord	Logone-et-Chari	12.37308	14.22774	2		81	673	12.37308067	"12.373080673,14.22774"
7/2/2015	2015	1	Riots/Protests	0	60	Cameroon	Littoral	Wouri	4.0469	9.7084	1		0	674	4.04690674	"4.04690674,9.7084"
5/6/2015	2015	1	Riots/Protests	0	60	Cameroon	Centre	Mfoundi	3.8667	11.5167	1		0	702	3.86670702	"3.86670702,11.5167"
7/7/2015	2015	1	Battle-No change of territory	1	13	Cameroon	Extreme-Nord	Logone-et-Chari	12.36661	14.45549	1		3	709	12.36661071	"12.366610709,14.45549"
7/7/2015	2015	1	Battle-No change of territory	4	34	Cameroon	Extreme-Nord	Mayo-Sava	11.02628	13.97149	2		3	710	11.02628071	"11.026280710,13.97149"
4/8/2015	2015	1	Violence against civilians	7	37	Cameroon	Extreme-Nord	Diamaré	11	14.5	2		4	722	110722	"110722,14.5"
5/8/2015	2015	2	Non-violent activity by a conflict actor	7	17	Cameroon	Littoral	Wouri	4.0369	9.68985	1		0	723	4.03690723	"4.03690723,9.68985"
7/8/2015	2015	1	Non-violent activity by a conflict actor	7	17	Cameroon	Littoral	Wouri	3.98333	9.81667	1		0	724	3.983330724	"3.983330724,9.81667"
4/1/2015	2015	1	Non-violent activity by a conflict actor	0	40	Central African Republic	Ouham	Batangafo	7.24027	18.3078	1		0	739	7.240270739	"7.240270739,18.3078"
4/1/2015	2015	1	Non-violent activity by a conflict actor	0	40	Central African Republic	Ouham	Batangafo	7.3	18.3	2		0	740	7.3074	"7.30740,18.3"
4/1/2015	2015	1	Non-violent activity by a conflict actor	0	40	Central African Republic	Ouham	Batangafo	7.3	18.3	2		0	741	7.30741	"7.30741,18.3"
4/1/2015	2015	1	Violence against civilians	7	37	Central African Republic	Ouham	Batangafo	7.3	18.3	2		1	742	7.30742	"7.30742,18.3"
6/1/2015	2015	1	Battle-No change of territory	3	33	Central African Republic	Ouaka	Bambari	5.7619	20.6672	1		3	743	5.76190743	"5.76190743,20.6672"
6/1/2015	2015	1	Non-violent activity by a conflict actor	0	40	Central African Republic	Ouham	Batangafo	7.22407	18.31964	1		0	744	7.224070744	"7.224070744,18.31964"
7/1/2015	2015	1	Battle-No change of territory	3	33	Central African Republic	Ouaka	Bambari	5.7619	20.6672	1		2	745	5.76190745	"5.76190745,20.6672"
7/1/2015	2015	1	Violence against civilians	7	37	Central African Republic	Ouaka	Bambari	5.7619	20.6672	1		1	746	5.76190746	"5.76190746,20.6672"
3/2/2015	2015	1	Riots/Protests	0	60	Central African Republic	Bangui	Bangui	4.3667	18.5833	1		0	782	4.36670782	"4.36670782,18.5833"
3/2/2015	2015	1	Violence against civilians	7	78	Central African Republic	Haut-Mbomou	Obo	5.4	26.5	1		0	783	5.40783	"5.40783,26.5"
3/2/2015	2015	1	Violence against civilians	7	47	Central African Republic	Nana-Gribizi	Kaga-Bandoro	6.9833	19.1833	2		3	784	6.98330784	"6.98330784,19.1833"
4/2/2015	2015	1	Riots/Protests	0	60	Central African Republic	Ouaka	Bambari	5.7619	20.6672	1		0	785	5.76190785	"5.76190785,20.6672"
6/2/2015	2015	2	Riots/Protests	0	50	Central African Republic	Bangui	Bangui	4.3667	18.5833	1		0	786	4.36670786	"4.36670786,18.5833"
7/2/2015	2015	1	Battle-No change of territory	8	38	Central African Republic	Ouaka	Ippy	6.55	21.1	1		0	787	6.550787	"6.550787,21.1"
7/2/2015	2015	2	Violence against civilians	7	47	Central African Republic	Ouham	Batangafo	7.3	18.3	1		1	788	7.30788	"7.30788,18.3"
4/3/2015	2015	1	Battle-No change of territory	3	13	Central African Republic	Haute-Kotto	Bria	6.54327	22.64168	1		3	813	6.543270813	"6.543270813,22.64168"
4/3/2015	2015	2	Violence against civilians	7	47	Central African Republic	Lobaye	Mbaiki	3.72713	18.22492	1		2	814	3.727130814	"3.727130814,18.22492"
6/3/2015	2015	1	Riots/Protests	0	60	Central African Republic	Bangui	Bangui	4.3667	18.5833	1		0	815	4.36670815	"4.36670815,18.5833"
7/3/2015	2015	1	Riots/Protests	0	60	Central African Republic	Bangui	Bangui	4.3667	18.5833	1		0	816	4.36670816	"4.36670816,18.5833"
7/3/2015	2015	2	Battle-No change of territory	3	33	Central African Republic	Haute-Kotto	Bria	6.5333	21.9833	1		1	817	6.53330817	"6.53330817,21.9833"
7/3/2015	2015	1	Riots/Protests	0	60	Central African Republic	Haut-Mbomou	Obo	5.4	26.5	1		0	818	5.40818	"5.40818,26.5"
6/4/2015	2015	1	Riots/Protests	0	60	Central African Republic	Ouham	Kabo	7.5833	18.6333	1		0	844	7.58330844	"7.58330844,18.6333"
7/5/2015	2015	1	Violence against civilians	7	27	Central African Republic	Nana-Mambere	Baboua	5.79565	14.82799	1		1	861	5.795650861	"5.795650861,14.82799"
3/6/2015	2015	1	Battle-No change of territory	3	38	Central African Republic	Bangui	Bangui	4.3667	18.5833	1		0	881	4.36670881	"4.36670881,18.5833"
3/6/2015	2015	2	Violence against civilians	7	47	Central African Republic	Ouham	Kabo	7.5833	18.6333	2		2	882	7.58330882	"7.58330882,18.6333"
3/7/2015	2015	1	Violence against civilians	7	37	Central African Republic	Nana-Mambere	Baboua	5.91926	14.66299	1		2	890	5.91926089	"5.919260890,14.66299"
4/7/2015	2015	2	Riots/Protests	0	60	Central African Republic	Ombella M'Poko	Damara	4.95757	18.70046	1		0	891	4.957570891	"4.957570891,18.70046"
6/7/2015	2015	1	Battle-No change of territory	1	13	Central African Republic	Bangui	Bangui	4.36197	18.58664	1		0	892	4.361970892	"4.361970892,18.58664"
6/7/2015	2015	1	Violence against civilians	7	47	Central African Republic	Ouham Pende	Bocaranga	6.90195	15.57613	1		1	893	6.901950893	"6.901950893,15.57613"
3/8/2015	2015	1	Violence against civilians	7	78	Central African Republic	Bangui	Bangui	4.3667	18.5833	1		2	915	4.36670915	"4.36670915,18.5833"
3/8/2015	2015	1	Violence against civilians	7	37	Central African Republic	Basse-Kotto	Zangba	4.44752	20.97362	2		2	916	4.447520916	"4.447520916,20.97362"
3/8/2015	2015	1	Violence against civilians	7	37	Central African Republic	Basse-Kotto	Zangba	4.79093	20.87123	2		8	917	4.790930917	"4.790930917,20.87123"
3/8/2015	2015	1	Violence against civilians	7	47	Central African Republic	Mbomou	Bangassou	4.77815	22.8585	1		1	918	4.778150918	"4.778150918,22.8585"
5/8/2015	2015	1	Violence against civilians	7	37	Central African Republic	Ouham	Batangafo	7.30099	18.28514	2		0	919	7.300990919	"7.300990919,18.28514"
6/8/2015	2015	1	Violence against civilians	7	27	Central African Republic	Mbomou	Bangassou	5.09617	23.04081	1		0	920	5.09617092	"5.096170920,23.04081"
7/8/2015	2015	1	Violence against civilians	7	27	Central African Republic	Haute-Kotto	Yalinga	6.33671	22.60278	1		0	921	6.336710921	"6.336710921,22.60278"
6/1/2015	2015	1	Non-violent activity by a conflict actor	3	38	Chad	Ville de N'Djamena	N'Djamena	12.1085	15.0482	3		0	945	12.10850945	"12.10850945,15.0482"
3/4/2015	2015	1	Violence against civilians	7	37	Chad	Lac	Lac	14.26806	13.66296	1		7	956	14.26806096	"14.268060956,13.66296"
7/4/2015	2015	1	Riots/Protests	0	60	Chad	Ville de N'Djamena	N'Djamena	12.1085	15.0482	2		0	957	12.10850957	"12.10850957,15.0482"
6/7/2015	2015	1	Violence against civilians	7	37	Chad	Lac	Melom	13.66505	13.8808	1		3	968	13.66505097	"13.665050968,13.8808"
5/8/2015	2015	1	Battle-No change of territory	1	13	Chad	Lac	Lac	14.26806	13.66296	1		7	977	14.26806098	"14.268060977,13.66296"
3/1/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Kivu	Nord-Kivu	-1.18333	29.45	1		0	984	-1.183330984	"-1.183330984,29.45"
3/1/2015	2015	1	Battle-Government regains territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2		5	985	-0.052190985	"-0.052190985,29.51913"
3/1/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Orientale	3.77723	26.85976	1		0	986	3.777230986	"3.777230986,26.85976"
3/1/2015	2015	2	Violence against civilians	7	17	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	1		4	987	1.570987	"1.570987,30.25"
4/1/2015	2015	1	Battle-Government regains territory	2	12	Democratic Republic of Congo	Kivu	Nord-Kivu	0.49113	29.47306	2		11	988	0.491130988	"0.491130988,29.47306"
5/1/2015	2015	1	Riots/Protests	5	15	Democratic Republic of Congo	Kasai Oriental	Tshilenge	-5.9988	23.25386	1		0	989	-5.99880989	"-5.99880989,23.25386"
5/1/2015	2015	1	Battle-Government regains territory	2	12	Democratic Republic of Congo	Kivu	Sud-Kivu	-3.39534	29.13779	2		2	990	-3.39534099	"-3.395340990,29.13779"
